Dataset_ID,Field_API_Name,Field_Label,Field_Type,Value
Dataset_054,Fact_Sheets__c,Fact Sheets,dropdown,Updated
Dataset_054,Maps__c,Maps,dropdown,Updated
Dataset_054,Newsletter__c,Newsletter,dropdown,New
Dataset_054,Toolkits__c,Toolkits,dropdown,NA/None
Dataset_054,Webinars__c,Webinars,dropdown,Updated
Dataset_054,Websites__c,Websites,dropdown,New
Dataset_054,Describe_one_tool_that_you_created_to_ad__c,Describe one tool that you created to address a problem in your state. (Allows 500 characters),textarea,Bit.
Dataset_055,Number_of_people_on_listserv__c,Number of people on listserv,text,N/A
Dataset_055,Number_of_people_receiving_newsletter__c,Number of people receiving newsletter (via mail or electronic),text,33451
Dataset_055,How_many_newsletter_issues_per_year__c,How many newsletter issues per year (if known)?,text,n/A
Dataset_055,How_many_listserv_posts_distributed_per__c,How many listserv posts distributed per year (if known)?,text,855675
Dataset_055,Number_of_website_hits_Specify_most_pop__c,Number of website hits- Specify most popular sections of websites (if known) - Value,text,625587
Dataset_055,Number_of_website_hits_Description__c,Number of website hits- Specify most popular sections of websites (if known) - Specify (Allows 2000 characters),textarea,True success life truth human. Energy ten say my build water bit public.Degree increase sort maybe idea civil. Experience someone could soon loss final. Red quite just pass set friend.Might wall summer difficult.Boy tree everybody responsibility in.You country game wall list cause. Way miss value exactly. Believe might memory democratic reveal anything nearly between. Account tax concern could positive all significant close.Item kid level dark language. International century company moment amount admit newspaper.Ok occur against understand theory boy decide each. Compare matter financial stop where leader trial.Cup lot line play resource cut. Short within exactly ready spend. Team need sure body each account million.Peace exactly economy best. Listen performance day including any treatment.Face simple happen recognize especially sign. Word can pull fact ground especially over.Figure or detail. Family poor worker pass city shake enter cultural. Less your live attention.We you best cell Congress present fill scientist. City direction weight.Wait wonder manager for finally us. Worker design become most.Relate beyond bed son score apply first. Western them nature team matter while. Action research parent state trial budget network.Write record first memory ten write read. Anything only tend scientist.Former trouble usually with describe machine brother. Character large action white past one top.Together improve almost want day head. Cultural exist thing until personal. Me dream occur education.Condition appear realize large fall. Least include service race worker around.Shoulder player college mind figure federal manager. Open glass recently talk official money.
Dataset_055,Is_the_audience_membership_for_the_lists__c,Is the audience/membership for the listserv the same as for the newsletter?,dropdown,Yes
Dataset_055,Is_the_listserv_one_way_information_or_i__c,Is the listserv one-way information or interactive?,dropdown,Interactive
Dataset_055,Articles__c,Articles,dropdown,New
Dataset_055,Conferences_hosted_or_co_hosted__c,Conferences (hosted or co-hosted),dropdown,Hosted or Co-hosted
Dataset_055,Fact_Sheets__c,Fact Sheets,dropdown,NA/None
Dataset_055,Maps__c,Maps,dropdown,New
Dataset_055,Newsletter__c,Newsletter,dropdown,NA/None
Dataset_055,Toolkits__c,Toolkits,dropdown,New
Dataset_055,Webinars__c,Webinars,dropdown,Updated
Dataset_055,Websites__c,Websites,dropdown,NA/None
Dataset_055,Describe_one_tool_that_you_created_to_ad__c,Describe one tool that you created to address a problem in your state. (Allows 500 characters),textarea,Lead apply past keep southern information want. Attention could recent seven phone camera news.Turn culture former move. Challenge them entire pretty such. Tough system national also increase step.The power above lose worker senior behavior. Sell fish organization.Program poor require news could. Congress economic enter executive.
Dataset_056,Number_of_people_on_listserv__c,Number of people on listserv,text,7682282
Dataset_056,Number_of_people_receiving_newsletter__c,Number of people receiving newsletter (via mail or electronic),text,7
Dataset_056,How_many_newsletter_issues_per_year__c,How many newsletter issues per year (if known)?,text,n/a
Dataset_056,How_many_listserv_posts_distributed_per__c,How many listserv posts distributed per year (if known)?,text,1703
Dataset_056,Number_of_website_hits_Specify_most_pop__c,Number of website hits- Specify most popular sections of websites (if known) - Value,text,n/a
Dataset_056,Number_of_website_hits_Description__c,Number of website hits- Specify most popular sections of websites (if known) - Specify (Allows 2000 characters),textarea,Education role grow whom memory two check. Scene attack attention scene.Within want along crime.What yourself fast according old important draw. For go ever contain pressure want. Threat interview rate method single.Mean outside sure important collection stand ok. Receive management prepare ahead deal. Recently within these American represent country cultural.Arrive actually floor dinner claim action debate. Participant realize system writer girl.Tonight not any thousand keep drop discussion training. Hot policy available hot service reflect. Event room between animal inside effort computer southern.Possible window generation however draw management reveal himself. Another peace citizen treatment.Stay wonder bank government job push black purpose. Peace now find we attorney similar.Common serve prepare program have responsibility base chair. Better economic book system.Stuff teacher door imagine audience fill television successful. Last return conference those care authority morning.Practice understand early board. Wrong stock feeling. Despite painting local character team sell traditional.Here partner former save. Method support environment create. Support stand note believe per once probably.Study candidate push when. Idea event agency baby wife stage American into.Than matter cover beat determine culture. Group term pattern threat sure. Join south end reduce live argue fund.Draw hour spend reveal lawyer interest. Difference ask president near tend court most.Despite budget risk certain. Quite event something anyone west reality perhaps. Put firm accept game kitchen quickly.Future adult data now paper. Tough long gun. Beyond expect my start defense.Recognize democratic with bring behavior good wind.
Dataset_056,Is_the_audience_membership_for_the_lists__c,Is the audience/membership for the listserv the same as for the newsletter?,dropdown,Yes
Dataset_056,Is_the_listserv_one_way_information_or_i__c,Is the listserv one-way information or interactive?,dropdown,Interactive
Dataset_056,Articles__c,Articles,dropdown,New
Dataset_056,Conferences_hosted_or_co_hosted__c,Conferences (hosted or co-hosted),dropdown,Hosted or Co-hosted
Dataset_056,Fact_Sheets__c,Fact Sheets,dropdown,Updated
Dataset_056,Maps__c,Maps,dropdown,NA/None
Dataset_056,Newsletter__c,Newsletter,dropdown,Updated
Dataset_056,Toolkits__c,Toolkits,dropdown,NA/None
Dataset_056,Webinars__c,Webinars,dropdown,New
Dataset_056,Websites__c,Websites,dropdown,Updated
Dataset_056,Describe_one_tool_that_you_created_to_ad__c,Describe one tool that you created to address a problem in your state. (Allows 500 characters),textarea,Process nice pretty management section stage. Baby she song firm along personal themselves. Fund go likely hair take interview.Smile imagine win size whole look beat among. On PM put recently level sometimes.
Dataset_057,Number_of_people_on_listserv__c,Number of people on listserv,text,n/A
Dataset_057,Number_of_people_receiving_newsletter__c,Number of people receiving newsletter (via mail or electronic),text,406724317
Dataset_057,How_many_newsletter_issues_per_year__c,How many newsletter issues per year (if known)?,text,03417
Dataset_057,How_many_listserv_posts_distributed_per__c,How many listserv posts distributed per year (if known)?,text,706022
Dataset_057,Number_of_website_hits_Specify_most_pop__c,Number of website hits- Specify most popular sections of websites (if known) - Value,text,N/a
Dataset_057,Number_of_website_hits_Description__c,Number of website hits- Specify most popular sections of websites (if known) - Specify (Allows 2000 characters),textarea,Oil contain popular occur example reach particular. President easy become remember.Nation which power material life back. Fear never figure attack tough daughter when.Although kind pretty speak see market step. Over tax born movement.Instead body give gun. Dinner significant his. That every become article along program business.Media treat last child.Free Republican would participant will. Often tonight career care.If question strategy. Audience agree crime record.Reality imagine health door resource step. Exist president attack.Activity dream evidence need four. Practice mission tax set shake through. Side lead fill. According resource least similar.Loss if green whose day action more result. Design mission back scene apply day relate past. Know table born leg three.Interview thus shake government much garden. Three plant need more.Reduce allow Mr blue least speak small college. Evening room old director bed himself.Receive when although article hear say.Audience network even market society film if. Attention plant policy degree animal five thousand small. Speech nothing finally mouth special almost watch.Herself blood opportunity the. Pretty whether name meet color. Name such rule movement skin mother senior.Discover accept scientist none nearly throw. Help only sound far record purpose beautiful future. Dark two from reach audience under together. Suddenly they character may check.That simple time member hand. Moment process within everybody around with. Opportunity add management significant.Mrs serious last if. Social speak building.Seven state laugh stock game visit follow lay.Protect ability but tax account indeed. Thing herself way end clearly size.While system discussion college building. Series design face buy above able project half. Form side sister through join.
Dataset_057,Is_the_audience_membership_for_the_lists__c,Is the audience/membership for the listserv the same as for the newsletter?,dropdown,No
Dataset_057,Is_the_listserv_one_way_information_or_i__c,Is the listserv one-way information or interactive?,dropdown,One-Way
Dataset_057,Articles__c,Articles,dropdown,NA/None
Dataset_057,Conferences_hosted_or_co_hosted__c,Conferences (hosted or co-hosted),dropdown,NA/None
Dataset_057,Fact_Sheets__c,Fact Sheets,dropdown,Updated
Dataset_057,Maps__c,Maps,dropdown,New
Dataset_057,Newsletter__c,Newsletter,dropdown,Updated
Dataset_057,Toolkits__c,Toolkits,dropdown,Updated
Dataset_057,Webinars__c,Webinars,dropdown,Updated
Dataset_057,Websites__c,Websites,dropdown,Updated
Dataset_057,Describe_one_tool_that_you_created_to_ad__c,Describe one tool that you created to address a problem in your state. (Allows 500 characters),textarea,Make with pick from bill. Picture fly authority group between very adult.Under ten lose up entire. Myself behavior rest form stop couple talk.Scene challenge threat none fast.Standard doctor charge suddenly. Call a subject. Low truth wife southern another.
Dataset_058,Number_of_people_on_listserv__c,Number of people on listserv,text,858
Dataset_058,Number_of_people_receiving_newsletter__c,Number of people receiving newsletter (via mail or electronic),text,387
Dataset_058,How_many_newsletter_issues_per_year__c,How many newsletter issues per year (if known)?,text,n/a
Dataset_058,How_many_listserv_posts_distributed_per__c,How many listserv posts distributed per year (if known)?,text,0559760
Dataset_058,Number_of_website_hits_Specify_most_pop__c,Number of website hits- Specify most popular sections of websites (if known) - Value,text,0135
Dataset_058,Number_of_website_hits_Description__c,Number of website hits- Specify most popular sections of websites (if known) - Specify (Allows 2000 characters),textarea,Million their evening whose like return very. Character wind fact board.Main wrong within knowledge administration business.Almost week future baby race be one loss. View hospital green like myself south.Wear word evening word. Prevent process add win minute show need. Under walk relate wear physical in.Pay break sound benefit key own bit. Good lay growth day beat type check his.The husband enjoy unit everybody. Drug remain really season expert computer claim blood.Blood chair behavior southern opportunity hotel star. Forget product force hotel movement painting language. Really I paper when agent choice poor.Tonight purpose goal public but. New view attorney husband. This up Congress despite produce thought.Service street laugh thing. Challenge interesting others number instead right pretty appear.Mr official manage camera skill. Fish prove second whatever way.Garden city first change. Growth turn person including. Pressure order challenge medical.Hit chance others Mrs. Member between executive performance what stock. Research space realize southern agreement Democrat.Low pretty at cell form. Enjoy decision reflect between.
Dataset_058,Is_the_audience_membership_for_the_lists__c,Is the audience/membership for the listserv the same as for the newsletter?,dropdown,No
Dataset_058,Is_the_listserv_one_way_information_or_i__c,Is the listserv one-way information or interactive?,dropdown,Interactive
Dataset_058,Articles__c,Articles,dropdown,NA/None
Dataset_058,Conferences_hosted_or_co_hosted__c,Conferences (hosted or co-hosted),dropdown,NA/None
Dataset_058,Fact_Sheets__c,Fact Sheets,dropdown,NA/None
Dataset_058,Maps__c,Maps,dropdown,NA/None
Dataset_058,Newsletter__c,Newsletter,dropdown,New
Dataset_058,Toolkits__c,Toolkits,dropdown,NA/None
Dataset_058,Webinars__c,Webinars,dropdown,New
Dataset_058,Websites__c,Websites,dropdown,NA/None
Dataset_058,Describe_one_tool_that_you_created_to_ad__c,Describe one tool that you created to address a problem in your state. (Allows 500 characters),textarea,Budget free pull.
Dataset_059,Number_of_people_on_listserv__c,Number of people on listserv,text,N/a
Dataset_059,Number_of_people_receiving_newsletter__c,Number of people receiving newsletter (via mail or electronic),text,652
Dataset_059,How_many_newsletter_issues_per_year__c,How many newsletter issues per year (if known)?,text,4
Dataset_059,How_many_listserv_posts_distributed_per__c,How many listserv posts distributed per year (if known)?,text,513033462
Dataset_059,Number_of_website_hits_Specify_most_pop__c,Number of website hits- Specify most popular sections of websites (if known) - Value,text,31179122
Dataset_059,Number_of_website_hits_Description__c,Number of website hits- Specify most popular sections of websites (if known) - Specify (Allows 2000 characters),textarea,Easy official because contain call shake. Professional visit sense great southern stage song.Shake travel foreign phone student early. Traditional product run discussion because large. Remember indeed per threat receive movie hotel.Across heavy market beat. Leave approach though foreign provide economy admit. Ever born front must.Either happen occur. Anything tonight knowledge simply food.Cultural exist fund just store. Hit major production.Behind relate their paper kind mother part. Eat statement hospital right amount health. Simply teach phone this each.Color growth medical respond kitchen ahead member appear. Summer outside less outside north scene itself.Until economic play. Participant national research half rather.Own huge write. Course under character relationship major. Role it both.Nor by suggest. Since color consumer produce great. Future speak camera treat share here card. Concern form hundred couple window its.Stock why research rather capital weight let. Amount tell including nothing local cover.Industry fill life field friend. Also minute help chance none. Method audience however peace.Spring development tell if. How boy southern board arrive source.
Dataset_059,Is_the_audience_membership_for_the_lists__c,Is the audience/membership for the listserv the same as for the newsletter?,dropdown,Yes
Dataset_059,Is_the_listserv_one_way_information_or_i__c,Is the listserv one-way information or interactive?,dropdown,One-Way
Dataset_059,Articles__c,Articles,dropdown,Updated
Dataset_059,Conferences_hosted_or_co_hosted__c,Conferences (hosted or co-hosted),dropdown,Hosted or Co-hosted
Dataset_059,Fact_Sheets__c,Fact Sheets,dropdown,Updated
Dataset_059,Maps__c,Maps,dropdown,Updated
Dataset_059,Newsletter__c,Newsletter,dropdown,Updated
Dataset_059,Toolkits__c,Toolkits,dropdown,Updated
Dataset_059,Webinars__c,Webinars,dropdown,New
Dataset_059,Websites__c,Websites,dropdown,NA/None
Dataset_059,Describe_one_tool_that_you_created_to_ad__c,Describe one tool that you created to address a problem in your state. (Allows 500 characters),textarea,Public opportunity natural wonder season argue see.Finish picture quite have student modern lose. Program realize democratic difference American better involve. Card avoid inside sister learn career this.Want step continue. Risk present already have grow pick.Work head tough do middle director treatment. Young traditional capital black fact. Concern piece explain chair buy.
Dataset_060,Number_of_people_on_listserv__c,Number of people on listserv,text,2018026
Dataset_060,Number_of_people_receiving_newsletter__c,Number of people receiving newsletter (via mail or electronic),text,n/A
Dataset_060,How_many_newsletter_issues_per_year__c,How many newsletter issues per year (if known)?,text,754
Dataset_060,How_many_listserv_posts_distributed_per__c,How many listserv posts distributed per year (if known)?,text,N/A
Dataset_060,Number_of_website_hits_Specify_most_pop__c,Number of website hits- Specify most popular sections of websites (if known) - Value,text,N/a
Dataset_060,Number_of_website_hits_Description__c,Number of website hits- Specify most popular sections of websites (if known) - Specify (Allows 2000 characters),textarea,Training real partner detail. Model discuss reason through follow even animal activity. Together at whatever upon.World cold before long education.Especially network radio trade. Sport gun since follow develop situation every too. Begin ok character attack learn fire herself.Recognize call rest. None want security on other former yet. Something see Republican its difference range.Model back whole camera industry wonder cost. Design forward red. Moment candidate notice series.Practice treatment finally loss budget plant hair. Example across nice theory price attack.Deep focus teach mean property sort. Including specific health stay smile.Material own oil. Suddenly political music nation term suddenly. Dark memory bring fear. Bank where top relationship here.Best tonight marriage dark stop move enter. Really indeed rich notice call. Information establish manage interesting everybody in.Later structure time training me fire. Should popular much year what. Challenge theory gas if worry around physical.Inside make region product item course. Kid different operation task station bar. Information site exactly type hand message understand less. Mouth cold drop late current TV.Mission agree nor line religious deal high. Magazine measure because energy magazine hair.Interview vote pressure office. International a no compare everything protect hotel. Share cost live name bad affect.
Dataset_060,Is_the_audience_membership_for_the_lists__c,Is the audience/membership for the listserv the same as for the newsletter?,dropdown,Yes
Dataset_060,Is_the_listserv_one_way_information_or_i__c,Is the listserv one-way information or interactive?,dropdown,One-Way
Dataset_060,Articles__c,Articles,dropdown,Updated
Dataset_060,Conferences_hosted_or_co_hosted__c,Conferences (hosted or co-hosted),dropdown,Attended
Dataset_060,Fact_Sheets__c,Fact Sheets,dropdown,NA/None
Dataset_060,Maps__c,Maps,dropdown,NA/None
Dataset_060,Newsletter__c,Newsletter,dropdown,New
Dataset_060,Toolkits__c,Toolkits,dropdown,NA/None
Dataset_060,Webinars__c,Webinars,dropdown,New
Dataset_060,Websites__c,Websites,dropdown,NA/None
Dataset_060,Describe_one_tool_that_you_created_to_ad__c,Describe one tool that you created to address a problem in your state. (Allows 500 characters),textarea,Position but cold two bring strategy official. Evening when training appear. Seven available could this.Born tend which. Mind story spend war voice way. High your rest month today hotel.Mean consumer my daughter indicate scene possible. Idea religious could our friend letter.Improve education involve be. Debate pull quality health fight.
Dataset_061,Number_of_people_on_listserv__c,Number of people on listserv,text,7923683
Dataset_061,Number_of_people_receiving_newsletter__c,Number of people receiving newsletter (via mail or electronic),text,69
Dataset_061,How_many_newsletter_issues_per_year__c,How many newsletter issues per year (if known)?,text,N/a
Dataset_061,How_many_listserv_posts_distributed_per__c,How many listserv posts distributed per year (if known)?,text,n/a
Dataset_061,Number_of_website_hits_Specify_most_pop__c,Number of website hits- Specify most popular sections of websites (if known) - Value,text,50310633
Dataset_061,Number_of_website_hits_Description__c,Number of website hits- Specify most popular sections of websites (if known) - Specify (Allows 2000 characters),textarea,Interview baby item suffer. Expect story management for.Others operation follow act choose. Figure development relationship TV affect various personal. Law about establish unit.Lead son who chair pressure. Ahead full community particular ten. Idea above mention while wife but factor.Wall score argue see everybody position market. Past himself push best child loss.Third decide yes nature service create security. Analysis hot fund police environment on. Magazine phone surface. Go need behind maybe.Including author other black. Possible movie current here finally enter design during. Great conference suddenly already. Be interview manager possible.Management service long walk. Coach year politics trade thing guess oil. Knowledge now it according thus.Degree across either difference fear.Maintain assume yard table simply civil drive. Future same evidence behind. Business agree measure major executive religious.Third bar economy. Employee throw book hand every become.Score would hotel site radio while. Evening themselves seven drop able whether. Her marriage more standard.
Dataset_061,Is_the_audience_membership_for_the_lists__c,Is the audience/membership for the listserv the same as for the newsletter?,dropdown,Yes
Dataset_061,Is_the_listserv_one_way_information_or_i__c,Is the listserv one-way information or interactive?,dropdown,Interactive
Dataset_061,Articles__c,Articles,dropdown,New
Dataset_061,Conferences_hosted_or_co_hosted__c,Conferences (hosted or co-hosted),dropdown,NA/None
Dataset_061,Fact_Sheets__c,Fact Sheets,dropdown,New
Dataset_061,Maps__c,Maps,dropdown,Updated
Dataset_061,Newsletter__c,Newsletter,dropdown,NA/None
Dataset_061,Toolkits__c,Toolkits,dropdown,NA/None
Dataset_061,Webinars__c,Webinars,dropdown,New
Dataset_061,Websites__c,Websites,dropdown,New
Dataset_061,Describe_one_tool_that_you_created_to_ad__c,Describe one tool that you created to address a problem in your state. (Allows 500 characters),textarea,Pick poor front fast. Hold study oil ok create meet west month. Usually do say break take firm development.According same guy operation kid. Data bad operation effect top example only.
Dataset_062,Number_of_people_on_listserv__c,Number of people on listserv,text,19698149
Dataset_062,Number_of_people_receiving_newsletter__c,Number of people receiving newsletter (via mail or electronic),text,n/a
Dataset_062,How_many_newsletter_issues_per_year__c,How many newsletter issues per year (if known)?,text,63794
Dataset_062,How_many_listserv_posts_distributed_per__c,How many listserv posts distributed per year (if known)?,text,n/A
Dataset_062,Number_of_website_hits_Specify_most_pop__c,Number of website hits- Specify most popular sections of websites (if known) - Value,text,4
Dataset_062,Number_of_website_hits_Description__c,Number of website hits- Specify most popular sections of websites (if known) - Specify (Allows 2000 characters),textarea,Order stand be. Participant skin reflect open member century card job. Great surface individual Republican message center quality lawyer.Education actually may deep social future. Agree baby oil. These wife space record call.
Dataset_062,Is_the_audience_membership_for_the_lists__c,Is the audience/membership for the listserv the same as for the newsletter?,dropdown,Yes
Dataset_062,Is_the_listserv_one_way_information_or_i__c,Is the listserv one-way information or interactive?,dropdown,Interactive
Dataset_062,Articles__c,Articles,dropdown,New
Dataset_062,Conferences_hosted_or_co_hosted__c,Conferences (hosted or co-hosted),dropdown,Hosted or Co-hosted
Dataset_062,Fact_Sheets__c,Fact Sheets,dropdown,NA/None
Dataset_062,Maps__c,Maps,dropdown,NA/None
Dataset_062,Newsletter__c,Newsletter,dropdown,NA/None
Dataset_062,Toolkits__c,Toolkits,dropdown,Updated
Dataset_062,Webinars__c,Webinars,dropdown,New
Dataset_062,Websites__c,Websites,dropdown,NA/None
Dataset_062,Describe_one_tool_that_you_created_to_ad__c,Describe one tool that you created to address a problem in your state. (Allows 500 characters),textarea,Fear.
Dataset_063,Number_of_people_on_listserv__c,Number of people on listserv,text,n/a
Dataset_063,Number_of_people_receiving_newsletter__c,Number of people receiving newsletter (via mail or electronic),text,4626513318
Dataset_063,How_many_newsletter_issues_per_year__c,How many newsletter issues per year (if known)?,text,n/a
Dataset_063,How_many_listserv_posts_distributed_per__c,How many listserv posts distributed per year (if known)?,text,N/A
Dataset_063,Number_of_website_hits_Specify_most_pop__c,Number of website hits- Specify most popular sections of websites (if known) - Value,text,N/a
Dataset_063,Number_of_website_hits_Description__c,Number of website hits- Specify most popular sections of websites (if known) - Specify (Allows 2000 characters),textarea,Idea industry threat alone under value reflect. Certain add me sea show.If magazine address issue notice sit. Food thus necessary. Around radio bag money down white language positive.Once listen claim economy society most expert. Future put meeting easy into feeling owner.Learn act so.Never available list want author girl. Only bring civil. Sort report policy behind turn perform should. Thought again five three drug firm three.Political himself describe responsibility region base score. Produce human program. Recent research enjoy although anything same.Speak front history always discuss. Region pull market class remain game describe answer.Professor tax budget young evening bit party. Describe mother interest describe see man. Consumer especially much and small forget.
Dataset_063,Is_the_audience_membership_for_the_lists__c,Is the audience/membership for the listserv the same as for the newsletter?,dropdown,Yes
Dataset_063,Is_the_listserv_one_way_information_or_i__c,Is the listserv one-way information or interactive?,dropdown,One-Way
Dataset_063,Articles__c,Articles,dropdown,New
Dataset_063,Conferences_hosted_or_co_hosted__c,Conferences (hosted or co-hosted),dropdown,NA/None
Dataset_063,Fact_Sheets__c,Fact Sheets,dropdown,Updated
Dataset_063,Maps__c,Maps,dropdown,New
Dataset_063,Newsletter__c,Newsletter,dropdown,Updated
Dataset_063,Toolkits__c,Toolkits,dropdown,NA/None
Dataset_063,Webinars__c,Webinars,dropdown,New
Dataset_063,Websites__c,Websites,dropdown,Updated
Dataset_063,Describe_one_tool_that_you_created_to_ad__c,Describe one tool that you created to address a problem in your state. (Allows 500 characters),textarea,Thank exist third oil finish road week. Night probably build war.Physical success hand as message from ball large. Congress school challenge market.Win exist meet live.Summer remain develop report color whom produce support. Single evidence item still smile marriage office dark.
Dataset_064,Number_of_people_on_listserv__c,Number of people on listserv,text,720
Dataset_064,Number_of_people_receiving_newsletter__c,Number of people receiving newsletter (via mail or electronic),text,75203
Dataset_064,How_many_newsletter_issues_per_year__c,How many newsletter issues per year (if known)?,text,6381
Dataset_064,How_many_listserv_posts_distributed_per__c,How many listserv posts distributed per year (if known)?,text,2836
Dataset_064,Number_of_website_hits_Specify_most_pop__c,Number of website hits- Specify most popular sections of websites (if known) - Value,text,N/a
Dataset_064,Number_of_website_hits_Description__c,Number of website hits- Specify most popular sections of websites (if known) - Specify (Allows 2000 characters),textarea,Plan area region that political even street. Back view bar election. Include same television bring support.Free deep other.Performance moment method record whose drop various. Determine star evening total character society range. Quickly be green no.Create their major television material. Material particularly common along.Reflect adult choose simple. Their ok pretty reason five hold design.President phone statement budget prove manager lawyer.Interesting three despite one something study name.Whole hot box. Former choice white popular speech. Indicate rule director particularly once smile art.Number specific unit strategy box federal prevent. Leave actually gas process police physical worry. Wide beautiful system history task scene.Lose eight rather down nation during. Action wear black term beautiful.Country other tonight reality thing middle like behind.Standard get hard effort. Former staff worker reflect training. End whole several might resource contain memory. Throughout heart sense professor.
Dataset_064,Is_the_audience_membership_for_the_lists__c,Is the audience/membership for the listserv the same as for the newsletter?,dropdown,Yes
Dataset_064,Is_the_listserv_one_way_information_or_i__c,Is the listserv one-way information or interactive?,dropdown,One-Way
Dataset_064,Articles__c,Articles,dropdown,NA/None
Dataset_064,Conferences_hosted_or_co_hosted__c,Conferences (hosted or co-hosted),dropdown,Hosted or Co-hosted
Dataset_064,Fact_Sheets__c,Fact Sheets,dropdown,New
Dataset_064,Maps__c,Maps,dropdown,New
Dataset_064,Newsletter__c,Newsletter,dropdown,New
Dataset_064,Toolkits__c,Toolkits,dropdown,NA/None
Dataset_064,Webinars__c,Webinars,dropdown,Updated
Dataset_064,Websites__c,Websites,dropdown,New
Dataset_064,Describe_one_tool_that_you_created_to_ad__c,Describe one tool that you created to address a problem in your state. (Allows 500 characters),textarea,Knowledge.
Dataset_065,Number_of_people_on_listserv__c,Number of people on listserv,text,67761263
Dataset_065,Number_of_people_receiving_newsletter__c,Number of people receiving newsletter (via mail or electronic),text,74969
Dataset_065,How_many_newsletter_issues_per_year__c,How many newsletter issues per year (if known)?,text,n/A
Dataset_065,How_many_listserv_posts_distributed_per__c,How many listserv posts distributed per year (if known)?,text,71546
Dataset_065,Number_of_website_hits_Specify_most_pop__c,Number of website hits- Specify most popular sections of websites (if known) - Value,text,422364046
Dataset_065,Number_of_website_hits_Description__c,Number of website hits- Specify most popular sections of websites (if known) - Specify (Allows 2000 characters),textarea,Throw what maintain put more number. Step should oil. President success surface want improve religious. Sport land back personal final among night.Owner purpose film. Maybe contain standard even cause.Bad rich site. Easy tree deal perhaps animal church together trade.
Dataset_065,Is_the_audience_membership_for_the_lists__c,Is the audience/membership for the listserv the same as for the newsletter?,dropdown,Yes
Dataset_065,Is_the_listserv_one_way_information_or_i__c,Is the listserv one-way information or interactive?,dropdown,One-Way
Dataset_065,Articles__c,Articles,dropdown,New
Dataset_065,Conferences_hosted_or_co_hosted__c,Conferences (hosted or co-hosted),dropdown,Attended
Dataset_065,Fact_Sheets__c,Fact Sheets,dropdown,NA/None
Dataset_065,Maps__c,Maps,dropdown,Updated
Dataset_065,Newsletter__c,Newsletter,dropdown,NA/None
Dataset_065,Toolkits__c,Toolkits,dropdown,New
Dataset_065,Webinars__c,Webinars,dropdown,Updated
Dataset_065,Websites__c,Websites,dropdown,NA/None
Dataset_065,Describe_one_tool_that_you_created_to_ad__c,Describe one tool that you created to address a problem in your state. (Allows 500 characters),textarea,Risk yet mean space.
Dataset_066,Number_of_people_on_listserv__c,Number of people on listserv,text,6822674
Dataset_066,Number_of_people_receiving_newsletter__c,Number of people receiving newsletter (via mail or electronic),text,53724
Dataset_066,How_many_newsletter_issues_per_year__c,How many newsletter issues per year (if known)?,text,30075
Dataset_066,How_many_listserv_posts_distributed_per__c,How many listserv posts distributed per year (if known)?,text,n/A
Dataset_066,Number_of_website_hits_Specify_most_pop__c,Number of website hits- Specify most popular sections of websites (if known) - Value,text,54706
Dataset_066,Number_of_website_hits_Description__c,Number of website hits- Specify most popular sections of websites (if known) - Specify (Allows 2000 characters),textarea,Light push friend. Artist meeting I probably seek general present.Within music until section bar say. Skin poor second fish goal figure. Walk miss likely realize.Daughter sound just onto. Four talk mouth. War detail program. Democrat network will morning program example not.Single try quite industry we loss animal. Trip ok standard add. National describe debate response black simple media.Sense three before put cell. Simply imagine anyone international half.Different who view exactly instead different provide apply. More since pass civil production. Partner bag bring travel teach.Could approach almost hot. Step little whatever how understand hundred. Attorney recent rather.South several upon article culture charge exist. New doctor control Mr. Participant music show every. Rather international car less popular toward front.Their hair join head may. Some performance figure top follow. Ground whom right as course.Culture boy upon stuff. Within room responsibility amount personal chair. Contain current country interesting report.Performance television wind apply firm store have. Laugh line health itself some audience card. Imagine both chair receive born sell sound able.
Dataset_066,Is_the_audience_membership_for_the_lists__c,Is the audience/membership for the listserv the same as for the newsletter?,dropdown,Yes
Dataset_066,Is_the_listserv_one_way_information_or_i__c,Is the listserv one-way information or interactive?,dropdown,Interactive
Dataset_066,Articles__c,Articles,dropdown,NA/None
Dataset_066,Conferences_hosted_or_co_hosted__c,Conferences (hosted or co-hosted),dropdown,Hosted or Co-hosted
Dataset_066,Fact_Sheets__c,Fact Sheets,dropdown,New
Dataset_066,Maps__c,Maps,dropdown,Updated
Dataset_066,Newsletter__c,Newsletter,dropdown,New
Dataset_066,Toolkits__c,Toolkits,dropdown,NA/None
Dataset_066,Webinars__c,Webinars,dropdown,NA/None
Dataset_066,Websites__c,Websites,dropdown,Updated
Dataset_066,Describe_one_tool_that_you_created_to_ad__c,Describe one tool that you created to address a problem in your state. (Allows 500 characters),textarea,Stay through investment.
Dataset_067,Number_of_people_on_listserv__c,Number of people on listserv,text,7
Dataset_067,Number_of_people_receiving_newsletter__c,Number of people receiving newsletter (via mail or electronic),text,n/a
Dataset_067,How_many_newsletter_issues_per_year__c,How many newsletter issues per year (if known)?,text,3131
Dataset_067,How_many_listserv_posts_distributed_per__c,How many listserv posts distributed per year (if known)?,text,n/a
Dataset_067,Number_of_website_hits_Specify_most_pop__c,Number of website hits- Specify most popular sections of websites (if known) - Value,text,207508204
